name,link
Double Play Bar & Grill,https://www.yelp.com/biz/double-play-bar-and-grill-san-francisco?osq=tacos
Butter,https://www.yelp.com/biz/butter-san-francisco?osq=tacos
Betty’s Taqueria,https://www.yelp.com/biz/bettys-taqueria-south-san-francisco?osq=tacos
Haus Coffee,https://www.yelp.com/biz/haus-coffee-san-francisco?osq=tacos
The LookOut,https://www.yelp.com/biz/the-lookout-san-francisco?osq=tacos
The Burrito Truck,https://www.yelp.com/biz/the-burrito-truck-oakland?osq=tacos
Comal,https://www.yelp.com/biz/comal-berkeley?osq=tacos
Cease & Desist,https://www.yelp.com/biz/cease-and-desist-san-francisco?osq=tacos
Pissed Off Pete’s,https://www.yelp.com/biz/pissed-off-petes-san-francisco?osq=tacos
Joe’s Crab Shack,https://www.yelp.com/biz/joes-crab-shack-san-francisco?osq=tacos
Haight Street Market,https://www.yelp.com/biz/haight-street-market-san-francisco?osq=tacos
Paddy Wagon Sliders,https://www.yelp.com/biz/paddy-wagon-sliders-san-jose-11?osq=tacos
The LookOut,https://www.yelp.com/biz/the-lookout-san-francisco?osq=tacos
Celia’s Mexican Restaurant - San Bruno,https://www.yelp.com/biz/celias-mexican-restaurant-san-bruno-san-bruno?osq=tacos
Cactus Taqueria,https://www.yelp.com/biz/cactus-taqueria-berkeley?osq=tacos
Joe’s Crab Shack,https://www.yelp.com/biz/joes-crab-shack-san-francisco?osq=tacos
Pissed Off Pete’s,https://www.yelp.com/biz/pissed-off-petes-san-francisco?osq=tacos
Tia Maria Cafe,https://www.yelp.com/biz/tia-maria-cafe-oakland?osq=tacos
Chewse,https://www.yelp.com/biz/chewse-san-francisco?osq=tacos
Bayside Cafe,https://www.yelp.com/biz/bayside-cafe-san-francisco?osq=tacos
Exploratorium After Dark,https://www.yelp.com/biz/exploratorium-after-dark-san-francisco-2?osq=tacos
The Fish Tank Truck,https://www.yelp.com/biz/the-fish-tank-truck-san-francisco-2?osq=tacos
